primary_concept,nde,mediator,nie,total,mediation_proportion
primary_concept_handle_of_spoon,-0.19775419881610137,color_brown,0.00385690095808728,-0.1938972978580141,-0.019891463164750173
primary_concept_head_of_spoon,-0.03846519740313785,color_silver,-0.11006657525061204,-0.1485317726537499,0.7410305100659772
primary_concept_background,0.03998002762594285,color_blue,-0.015403125286385039,0.02457690233955781,-0.626731761129754
primary_concept_butter_knife,0.04642546638914857,color_lightbronze,0.1792782739726513,0.22570374036179988,0.7943079440565353
primary_concept_spatula,-0.1431949907556787,color_black,-0.019685001064517503,-0.16287999182019622,0.1208558573986659
primary_concept_fork,-0.06316205054949851,color_silver,-0.027526806810923468,-0.09068885736042198,0.3035301977785927
primary_concept_head_of_teaspoon,-0.21484430190713324,color_silver,0.011039909768932736,-0.2038043921382005,-0.05416914548851593
primary_concept_spoon,-0.074099337734851,color_bronze,-0.002057877052034475,-0.07615721478688547,0.027021432674410883
primary_concept_fish_knife,0.008562445337154431,color_silver,0.011255950524645772,0.019818395861800203,0.5679546721710976
primary_concept_middle_of_the_handle_of_spatula,-0.2536020530736828,color_black,0.018505207149835605,-0.23509684592384716,-0.07871312384952128
primary_concept_bottom_of_spatula,-0.25360205307368244,color_black,0.018505207149835175,-0.23509684592384728,-0.07871312384951942
primary_concept_handle_of_fork,-0.15167167365717812,color_silver,0.011100999518977696,-0.14057067413820043,-0.0789709488628039
primary_concept_tail_of_teaspoon,-0.03568620299461835,color_aquamarine,-0.03198291777819617,-0.06766912077281452,0.4726368159204017
primary_concept_knife,0.22946158803196204,color_silver,0.011336930829838571,0.24079851886180062,0.04708056712070175
primary_concept_middle_of_background,0.5333020230575242,color_black,0.01984789101862957,0.5531499140761538,0.0358815766098032
primary_concept_handle_of_spatula,-0.23296122612437492,color_black,0.029990758510946732,-0.20297046761342818,-0.1477592226277287
primary_concept_teaspoon,0.11742119606126072,color_grey,-0.014644224522118552,0.10277697153914217,-0.14248546442664312
primary_concept_guitar_keychain,0.17657582417877532,color_red,-0.008075955614958844,0.1684998685638165,-0.047928557356115745
primary_concept_tablespoon,-0.11273073067002506,color_silver,0.011138656531824744,-0.10159207413820032,-0.10964099932315904
primary_concept_light_reflections_of_spoon,-0.16470212283771735,color_silver,0.011088398699517457,-0.1536137241381999,-0.07218364610144914
primary_concept_light_reflections_of_background,0.32215498814018584,color_green,-0.01323755237637013,0.3089174357638157,-0.04285142515067024
primary_concept_texture_of_background,0.322154988140186,color_green,-0.013237552376370285,0.3089174357638157,-0.042851425150670745
