primary_concept,nde,mediator,nie,total,mediation_proportion
primary_concept_handle_of_spoon,-0.15404495342300864,color_brown,-0.011549165956348797,-0.16559411937935745,0.06974381698839777
primary_concept_head_of_spoon,-0.09743187475330041,color_silver,-0.01216853599872235,-0.10960041075202276,0.11102637221181921
primary_concept_background,0.0437729203111243,color_blue,0.02139341855024655,0.06516633886137085,0.32828940407035956
primary_concept_butter_knife,-0.002947452717128707,color_lightbronze,-0.06464005512136994,-0.06758750783849865,0.9563905696275754
primary_concept_spatula,0.4823796595936181,color_black,0.005438595947299937,0.48781825554091807,0.0111488159484096
primary_concept_fork,-0.0426254638640731,color_silver,0.0037447386589082123,-0.03888072520516489,-0.09631349824747518
primary_concept_head_of_teaspoon,-0.3373457165290165,color_silver,-0.0022284608798521506,-0.33957417740886864,0.006562515727363285
primary_concept_spoon,-0.1727497094725445,color_bronze,-0.016641823898716646,-0.18939153337126116,0.08786994646742707
primary_concept_fish_knife,0.20327428736459072,color_silver,-0.001705665773458518,0.2015686215911322,-0.008461960795258804
primary_concept_middle_of_the_handle_of_spatula,0.5665298444201214,color_black,-0.006841069133355134,0.5596887752867663,-0.012222987909396599
primary_concept_bottom_of_spatula,0.566529844420122,color_black,-0.006841069133355038,0.559688775286767,-0.012222987909396412
primary_concept_handle_of_fork,0.08588520598552002,color_silver,-0.0018191843943882152,0.0840660215911318,-0.021639948696943242
primary_concept_tail_of_teaspoon,-0.16247605159992753,color_aquamarine,-0.14561532926408557,-0.3080913808640131,0.4726368159203973
primary_concept_knife,-0.29769986378843927,color_silver,-0.0020380996204294333,-0.2997379634088687,0.006799604552091013
primary_concept_middle_of_background,-0.17486626135042163,color_black,-0.008106103362811572,-0.1829723647132332,0.04430233699780845
primary_concept_handle_of_spatula,0.5347419704462909,color_black,0.0007953481562442673,0.5355373186025352,0.0014851404908993063
primary_concept_teaspoon,-0.4737895510814631,color_grey,0.014213423360737533,-0.45957612772072554,-0.03092724470095784
primary_concept_guitar_keychain,0.3343048806966125,color_red,0.015534148698766917,0.3498390293953794,0.04440370397097863
primary_concept_tablespoon,0.04862436828818631,color_silver,-0.001855216697055544,0.046769151591130764,-0.03966752942782406
primary_concept_light_reflections_of_spoon,-0.21698729758484872,color_silver,-0.002112070824019844,-0.21909936840886857,0.00963978508636519
primary_concept_light_reflections_of_background,-0.2188884933175231,color_green,-0.0017664973486358172,-0.22065499066615893,0.008005698594456212
primary_concept_texture_of_background,-0.2188884933175223,color_green,-0.0017664973486358258,-0.22065499066615812,0.008005698594456281
