primary_concept,nde,mediator,nie,total,mediation_proportion
primary_concept_background,0.6383715893594952,primary_concept_spoon,0.020685988531933864,0.659057577891429,0.0313872250708596
color_green,0.3382452336707598,color_silver,-0.2791615973031678,0.05908363636759201,-4.724854705393368
primary_concept_bulb,0.13557150037057994,primary_concept_background,-0.13624332170391332,-0.0006718213333333778,202.796956488289
primary_concept_fork,0.6822728881626104,primary_concept_background,-0.047874101939391914,0.6343987862232185,-0.07546373508121279
primary_concept_knife,0.7491729098403546,primary_concept_background,-0.04462330205636227,0.7045496077839923,-0.06333592633273216
primary_concept_pasta_server,-0.11035345943440021,primary_concept_background,-0.051743252346968596,-0.1620967117813688,0.3192122269374492
primary_concept_spatula,-0.17321003024546566,primary_concept_background,-0.08220914312445747,-0.25541917336992315,0.3218597180462804
primary_concept_string,-0.2026525830726345,primary_concept_background,-0.09132323144716166,-0.29397581451979615,0.31064879128351564
primary_concept_teaspoon,-0.06597446055653289,primary_concept_background,-0.04859823287127427,-0.11457269342780715,0.42416941958247906
primary_concept_wire,-0.21997004908652323,primary_concept_background,-0.09132323144716177,-0.311293280533685,0.2933671786637865
color_aqua,0.036033262814901226,primary_concept_background,-0.030964879031231695,0.005068383783669531,-6.109418771917266
color_azure,0.06713872152701458,primary_concept_background,-0.03972320911431828,0.027415512412696304,-1.448931849835577
color_black,0.3733981595166245,primary_concept_background,0.28643815629006664,0.6598363158066911,0.4341048672652673
color_blue,0.07806552554752272,primary_concept_spoon,-0.019001227087887155,0.05906429845963557,-0.32170410185896914
color_bollywood,-0.25451525777782147,primary_concept_spoon,0.1306492763027736,-0.12386598147504788,-1.054763178291145
color_gold,0.1281320635871235,primary_concept_spoon,-0.22817572529892766,-0.10004366171180415,2.2807614335052393
color_gray,0.06301939883036958,primary_concept_spoon,-0.026648995805359652,0.036370403025009934,-0.7327110394414545
color_grey,0.1518890213683533,primary_concept_spoon,-0.022525035932623932,0.12936398543572938,-0.1741213820581836
color_olive,-0.24229330100782187,primary_concept_spoon,0.13064927630277368,-0.1116440247050482,-1.1702307996145371
color_plum,-0.2509219186078211,primary_concept_spoon,0.13064927630277365,-0.12027264230504744,-1.0862759294121762
color_purple,0.648569209257476,primary_concept_spoon,0.11378615199546588,0.7623553612529419,0.14925605272645648
color_red,0.08701321198571285,primary_concept_spoon,0.03581031478064565,0.12282352676635849,0.291559082558881
color_steel,0.04946897869148044,primary_concept_spoon,-0.026648995805359694,0.022819982886120745,-1.1677921030154574
color_white,0.13013874570951378,primary_concept_spoon,-0.20586820511752218,-0.0757294594080084,2.718469228842159
color_yellow,-0.2468321086744878,primary_concept_spoon,0.1306492763027734,-0.1161828323717144,-1.1245144711636499
