primary_concept,nde,mediator,nie,total,mediation_proportion
primary_concept_background,-0.0422999012156383,primary_concept_fork,-0.0074881907057505895,-0.04978809192138889,0.15040123886598825
primary_concept_butter_knife,-0.1331544288777901,primary_concept_fork,-0.01132250654490274,-0.14447693542269285,0.07836895565217204
primary_concept_knife,-0.28115930547272205,primary_concept_fork,-0.02533380336152349,-0.3064931088342455,0.08265700804132682
primary_concept_metal_drainer/spatula,0.20335816071749643,primary_concept_fork,-0.026199748864370747,0.1771584118531257,-0.14788882215817004
primary_concept_scraper,0.2841596613028773,primary_concept_fork,-0.03000795353121658,0.2541517077716607,-0.11807102849836776
primary_concept_spatial,0.19653035035553215,primary_concept_fork,-0.018109923763088655,0.1784204265924435,-0.1015014037852079
primary_concept_spatula,0.09148415292224227,primary_concept_fork,-0.029726967393466038,0.06175718552877623,-0.48135236635119216
primary_concept_spoon,-0.4035719592782582,primary_concept_fork,-0.037567662977790815,-0.44113962225604897,0.08516048226560244
color_beige,-0.1557622945227248,color_silver,0.0318177784332668,-0.123944516089458,-0.25670985241736755
color_black,-0.008648682998392138,color_silver,0.03658125923854569,0.02793257624015355,1.3096271150943646
color_blue,-0.040653225460100015,color_silver,0.024465261662537475,-0.01618796379756254,-1.5113242139954173
color_bronze,-0.09971287443227565,color_silver,0.034453368724323016,-0.06525950570795264,-0.5279440650149526
color_gold,-0.3661973121261376,color_silver,0.04598716435227035,-0.32021014777386725,-0.14361557455932514
color_golden,-0.10178366789173499,color_silver,0.034453368724323086,-0.0673302991674119,-0.5117067523888063
color_gray,-0.1058894481257896,color_silver,0.03445336872432319,-0.0714360794014664,-0.4822964671772839
color_grey,-0.5485355265362808,color_silver,0.0430998368507865,-0.5054356896854943,-0.08527264245547288
color_lightbronze,-0.2094919448081915,color_silver,0.015508140129861351,-0.19398380467833015,-0.07994554058560414
color_maroon,-0.13223959241461763,color_silver,0.03181777843326678,-0.10042181398135086,-0.3168413034161641
color_olive,-0.45276524339230934,color_silver,0.03452227229437873,-0.4182429710979306,-0.08254118940422174
color_palegoldenrod,-0.4420387356605522,color_silver,0.034522272294378514,-0.40751646336617364,-0.08471381011019069
color_red,0.17584227158672497,color_silver,0.04309983685078614,0.2189421084375111,0.19685494562178926
color_silver,0.10620559616594882,color_green,-0.17239143657427863,-0.06618584040832981,2.6046573634287844
color_yellow,-0.4029953709667457,color_silver,0.023317095423200318,-0.3796782755435454,-0.06141277214193962
primary_concept_knif,0.08831268301911314,primary_concept_fork,-0.008754545723667446,0.0795581372954457,-0.11003960149490076
primary_concept_teaspoon,-0.22006963775139052,primary_concept_fork,-0.028010026948610073,-0.2480796647000006,0.11290738796540306
color_aqua,0.0980512662768038,color_silver,0.03398732345292634,0.13203858972973015,0.25740447184792725
color_brown,-0.2630373546043619,color_silver,0.022658507503293897,-0.240378847101068,-0.09426165312194489
color_darkgray,-0.30743772584323725,color_silver,0.02250178968100483,-0.28493593616223245,-0.07897139962083655
color_white,-0.031948391891221305,color_silver,0.046076714832975894,0.01412832294175459,3.2613010774832736
