primary_concept,nde,mediator,nie,total,mediation_proportion
primary_concept_hive,0.03406323349344585,color_brown,-0.024785427235084465,0.009277806258361387,-2.6714749742426696
primary_concept_locust,0.5260304215497758,color_white,0.031888183830240356,0.5579186053800161,0.05715562005414804
primary_concept_bee,-0.4608324089239018,color_orange,0.010699972799170818,-0.450132436124731,-0.023770721548726323
primary_concept_leaf,-0.16700060867450148,color_blue,0.008505469990724442,-0.15849513868377704,-0.05366391714823635
primary_concept_ant,-0.39166039453294876,color_azure,0.0033718197348302395,-0.3882885747981185,-0.008683798477931878
primary_concept_fingers,0.011826351629003584,color_skin,0.35565075089648196,0.36747710252548554,0.967817446181743
primary_concept_wire,0.4243960658572485,color_black,0.028860970458495415,0.4532570363157439,0.0636746220049644
primary_concept_window_shades,0.47799588710237195,color_white,0.021881582230953846,0.4998774693333258,0.043773891750185846
primary_concept_ant_statue,0.4959664094726744,color_silver,0.029608001395551826,0.5255744108682262,0.056334556598067034
primary_concept_keyboard,-0.5348446709301201,color_azure,0.007508113931052965,-0.5273365569990671,-0.014237802844126065
primary_concept_insect,0.1698347134537888,color_azure,0.11353387633069251,0.2833685897844813,0.40065794312997705
primary_concept_water_bottle,-0.1609647608304803,color_transplant,-0.15038386046819827,-0.3113486212986786,0.48300795372379096
primary_concept_wood,-0.15456236146548127,color_bisque,-0.14440231812439344,-0.2989646795898747,0.4830079537237884
primary_concept_praying_mantis,0.43993989952531604,color_black,0.028912936790429514,0.46885283631574554,0.06166740296940063
primary_concept_tree,0.47543486760270676,color_black,-0.04575741792581769,0.4296774496768891,-0.10649248165158905
primary_concept_house_windows,0.5595814728452915,color_blue,0.01653070294795019,0.5761121757932417,0.028693549004044687
primary_concept_gravel_road,-0.1513996794654814,color_gray,-0.14144753270341456,-0.292847212168896,0.48300795372378846
primary_concept_sweater,-0.15139967946548283,color_maroon,-0.14144753270341281,-0.29284721216889564,0.483007953723783
primary_concept_can,-0.4018032573468432,color_blue,-0.026337118406670475,-0.42814037575351366,0.061515147596902
primary_concept_grass,-0.5207956077333021,color_green,0.019355340394335997,-0.5014402673389662,-0.03859949360878127
primary_concept_cups,0.5233154898089818,color_yellow,0.02491798072601014,0.5482334705349919,0.0454514035812042
primary_concept_background,0.0553355648317104,color_black,-0.14580965048521347,-0.09047408565350307,1.6116178398711218
primary_concept_infested_trash_can,-0.490402040096779,color_black,0.025802606412524322,-0.4645994336842547,-0.05553731783078317
primary_concept_glass_jar,-0.4875998896789848,color_white,0.01101328201231158,-0.47658660766667327,-0.02310866867667905
primary_concept_label,-0.2587291636924597,color_grey,-0.014405001499064048,-0.2731341651915237,0.05273965448065844
primary_concept_petri_dish,-0.5642453385320617,color_white,0.04896226725119586,-0.5152830712808658,-0.09502013549462787
primary_concept_plant,-0.10212166146548032,color_aquamarine,-0.09540876903348486,-0.19753043049896518,0.48300795372379185
primary_concept_shoe,-0.2129819636915116,color_grey,-0.013915896500010516,-0.2268978601915221,0.06133110505433702
primary_concept_flip_flop,-0.38308798504044367,color_red,-0.004266283795438462,-0.38735426883588214,0.011013906748104124
primary_concept_basket,1.1476268928604583,color_cornstalk,-0.1745112360160337,0.9731156568444246,-0.1793324717248213
primary_concept_mantis,0.3723570671920396,color_green,0.026677842561389165,0.39903490975342876,0.06685591137345329
primary_concept_photo,0.7653471493769352,color_brown,-0.021351188118571795,0.7439959612583633,-0.028697989277333306
primary_concept_cup,-0.15745781546548085,color_diagram,-0.14710744158173653,-0.3045652570472174,0.48300795372378985
primary_concept_prunes,0.5078154889649569,color_silver,0.029760061903268548,0.5375755508682254,0.055359775672840374
primary_concept_drinking_fountain,-0.42856000392599747,color_silver,0.017743454794225972,-0.4108165491317715,-0.04319070113345085
primary_concept_ground,-0.04216220332060826,color_brown,-0.025143395421029294,-0.06730559874163755,0.37357063737811647
primary_concept_bicycle,0.41229876593472226,color_blue,-0.003266581707287836,0.4090321842274344,-0.007986123912125987
primary_concept_backpack,-0.1572903104654812,color_lightgray,-0.1469509473999181,-0.3042412578653993,0.48300795372378885
primary_concept_bicycle_bidon,-0.4009941455420351,color_blue,0.01223703833527772,-0.3887571072067574,-0.03147733664138402
