primary_concept,nde,mediator,nie,total,mediation_proportion
primary_concept_ant,0.07566025811349779,color_white,1.6848228277745834e-17,0.0756602581134978,2.2268266984328604e-16
primary_concept_ants,-0.08728714714640744,color_white,-1.1232152185163835e-17,-0.08728714714640745,1.286804822057485e-16
primary_concept_background,0.00840401423999136,color_white,-3.978312563009036e-17,0.00840401423999132,-4.733824157600601e-15
primary_concept_bee,0.4066601109027924,color_white,-0.008460228526105534,0.3981998823766869,-0.021246185397167883
primary_concept_body_of_ants,-0.11119448403665133,color_white,-8.23691160245352e-17,-0.11119448403665141,7.407662056094893e-16
primary_concept_bottle,-0.05754432064326513,color_white,-0.000398934289639174,-0.05794325493290431,0.006884913353609873
primary_concept_bottle_cap,-0.12401317771344753,color_white,2.6208355098715615e-17,-0.1240131777134475,-2.1133524341481077e-16
primary_concept_bottom-right-corner_of_pump,-0.021025310181706783,color_white,-5.241671019743123e-17,-0.021025310181706836,2.4930291037055246e-15
primary_concept_bottom_of_furniture,0.2497791112072509,color_white,2.246430437032778e-17,0.24977911120725094,8.993668150131385e-17
primary_concept_bottom_of_leaf,-0.09147912071465784,color_white,-0.022756448026237597,-0.11423556874089544,0.19920632669018234
primary_concept_branding_paper,-0.124013177713447,color_white,0.0,-0.124013177713447,-0.0
primary_concept_buildings,0.013235554482926808,color_white,-1.497620291355178e-17,0.013235554482926792,-1.131513072071921e-15
primary_concept_camera,0.350931639397866,color_white,3.182443119129769e-17,0.35093163939786604,9.068555701019874e-17
primary_concept_clock,-0.2821595448361267,color_white,1.358559833769625e-16,-0.2821595448361266,-4.814863996745718e-16
primary_concept_door,-0.031963370907316775,color_white,6.552088774678936e-17,-0.03196337090731671,-2.049874149281014e-15
primary_concept_doormat,-0.031963370907316935,color_white,5.241671019743123e-17,-0.03196337090731688,-1.6398993194247946e-15
primary_concept_window,-0.14498504672442766,color_white,-1.3104177549357872e-17,-0.14498504672442766,9.038295910794798e-17
color_beige,0.19738013259872517,color_white,-0.067446821860897,0.12993331073782816,-0.5190879958180028
color_black,-0.17634497321954423,color_white,-0.0674468218608969,-0.24379179508044113,0.27665747257261986
color_blue,0.18712239924161067,color_white,-0.06744682186089679,0.11967557738071388,-0.5635805010268208
color_brown,-0.0008125953064589686,color_white,-0.06744682186089707,-0.06825941716735603,0.9880954842543311
color_chocolate,-0.09147912071465802,color_white,-0.022756448026237663,-0.11423556874089569,0.19920632669018248
color_clear,0.37257888680680123,color_white,-0.03454593314826433,0.3380329536585369,-0.10219693900956418
color_dark,-0.020120970637791488,color_white,-0.04660959234289612,-0.06673056298068761,0.6984744360149536
color_gold,-0.09777372587410918,color_white,-0.03619097758389572,-0.1339647034580049,0.27015308248893205
color_green,-0.21892290209081128,color_white,-0.06744682186089711,-0.2863697239517084,0.23552357745845687
color_grey,-0.19375982548054332,color_white,-0.06744682186089712,-0.26120664734144045,0.25821250166245935
color_light,-0.24039779140127632,color_white,-0.06744682186089711,-0.30784461326217344,0.21909372116723236
color_orange,-0.2302794899012759,color_white,-0.06744682186089672,-0.2977263117621726,0.22653967485001478
color_pink,0.4226591650987264,color_white,-0.06744682186089708,0.35521234323782935,-0.18987747229194296
color_red,-0.018300896646703077,color_white,-0.06744682186089669,-0.08574771850759977,0.7865727862475889
color_silver,-0.17728428490127607,color_white,-0.06744682186089704,-0.2447311067621731,0.27559562310336416
color_yellow,0.18890007572428696,color_white,-0.06744682186089684,0.12145325386339012,-0.555331534688734
