treatment,score
primary_concept_fork,0.4178448183448258
color_grey,0.31993506664541216
color_black,0.25741301381568715
color_goldenrod,0.2554516750605735
primary_concept_butter_knife,0.20872401797239323
primary_concept_knife,0.15541930606425253
primary_concept_cake_lifter,0.08572999096903627
color_blue,0.04640950013518416
primary_concept_background,0.032175933387717265
color_white,0.025998864184403725
color_gold,0.02480943748512346
color_darkgoldenrod,0.02021246168440441
color_silver,0.0177588086009918
color_yellow,0.015530262970828962
color_cornstalk,0.014411130377818354
color_bollywood,-0.34987282557156374
primary_concept_guitar,-0.3402523113777672
color_red,-0.3051237539166768
color_green,-0.14370511651367707
primary_concept_spoon,-0.12215838712214447
primary_concept_teaspoon,-0.12183972943096391
primary_concept_spatula,-0.11178716523039439
color_olive,-0.09222462381178852
primary_concept_kitchen_spoon,-0.08186039903096361
primary_concept_utensil,-0.04609306903096347
